symbol,entry_date,entry_price,prediction,actual_return,target_hit,cumulative_return
NSE:SETFGOLD-EQ,2025-05-22,82.28,0.63,0.1667476908118619,1.0,2.381650312980128e+37
NSE:HDFCGOLD-EQ,2025-05-22,82.39,0.81,0.066998422138609,1.0,2.541217126035721e+37
NSE:BLUESTARCO-EQ,2025-05-22,1558.9,0.63,0.0775546859965359,1.0,2.738300422294441e+37
NSE:HONASA-EQ,2025-05-22,275.16,0.62,0.2145660706498036,1.0,3.325846784164857e+37
NSE:SURYAROSNI-EQ,2025-05-23,326.85,0.63,0.070215695273061,1.0,3.5593734284866666e+37
NSE:BHARTIARTL-EQ,2025-05-23,1831.7,0.62,0.0640388709941584,1.0,3.7873116842935595e+37
NSE:MON100-EQ,2025-05-23,177.32,0.61,0.0514324385292127,1.0,3.982102359686957e+37
NSE:GOLDIETF-EQ,2025-05-23,82.06,0.9,0.0786010236412381,1.0,4.295099681402541e+37
NSE:HDFCGOLD-EQ,2025-05-23,82.15,0.88,0.0701156421180765,1.0,4.596253353525226e+37
NSE:ABSLBANETF-EQ,2025-05-23,56.16,0.61,0.0582264957264957,1.0,4.863877079772154e+37
NSE:INDUSTOWER-EQ,2025-05-23,383.6,0.65,0.05774244004171,1.0,5.144729210421145e+37
NSE:SETFGOLD-EQ,2025-05-26,82.17,0.68,0.0707070707070707,1.0,5.508497942471125e+37
NSE:GOLDIETF-EQ,2025-05-26,82.46,0.75,0.0733689061363086,1.0,5.912650410964337e+37
NSE:HDFCGOLD-EQ,2025-05-26,82.4,0.66,0.0668689320388348,1.0,6.308023029464499e+37
NSE:NIFTYBEES-EQ,2025-05-26,279.89,0.61,0.0107184965522169,0.0,6.37563555255712e+37
NSE:KRBL-EQ,2025-05-26,364.25,0.63,0.0542210020590253,0.0,6.721328900979914e+37
NSE:WOCKPHARMA-EQ,2025-05-26,1334.6,0.63,0.4002697437434437,1.0,9.411673497790547e+37
NSE:ABSLBANETF-EQ,2025-05-26,56.37,0.61,0.0542841937200639,1.0,9.922578605174601e+37
NSE:HDFCGOLD-EQ,2025-05-27,82.0,0.83,0.0720731707317072,1.0,1.0637730307084136e+38
NSE:GOLDIETF-EQ,2025-05-27,82.05,0.86,0.0787324801950031,1.0,1.1475265197806422e+38
NSE:BLUESTARCO-EQ,2025-05-27,1551.3,0.64,0.0828337523367498,1.0,1.2425804473200042e+38
NSE:SURYAROSNI-EQ,2025-05-27,324.4,0.74,0.0782983970406906,1.0,1.3398725045392648e+38
NSE:INDIGO-EQ,2025-05-27,5313.5,0.71,0.0781970452620683,1.0,1.4446465754221227e+38
NSE:SETFGOLD-EQ,2025-05-27,81.94,0.65,0.0737124725408836,1.0,1.5511350464442073e+38
NSE:WOCKPHARMA-EQ,2025-05-27,1351.8,0.63,0.3824530255955023,1.0,2.1443713380640142e+38
NSE:REDINGTON-EQ,2025-05-27,261.04,0.63,0.1873659209316578,1.0,2.5461534486398296e+38
NSE:MFSL-EQ,2025-05-27,1484.1,0.61,0.093322552388653,1.0,2.7837669872400693e+38
NSE:CDSL-EQ,2025-05-27,1465.8,0.62,0.2477145586028108,1.0,3.4733465977373196e+38
NSE:SETFGOLD-EQ,2025-05-28,82.53,0.64,0.06603659275415,1.0,3.702714572506111e+38
NSE:KOTAKBANK-EQ,2025-05-28,2074.3,0.61,0.0767969917562549,1.0,3.987071913006628e+38
NSE:HDFCGOLD-EQ,2025-05-28,82.58,0.85,0.0645434729958827,1.0,4.244411381356414e+38
NSE:APOLLO-EQ,2025-05-28,177.31,0.63,0.2485477412441486,1.0,5.299350243103507e+38
NSE:BHARTIARTL-EQ,2025-05-28,1856.1,0.83,0.0613652281665859,1.0,5.624546079906206e+38
NSE:SURYAROSNI-EQ,2025-05-28,330.95,0.63,0.084756005438888,1.0,6.101260138046013e+38
NSE:UNITDSPR-EQ,2025-05-28,1522.7,0.74,0.0803178564392197,0.0,6.591300273911927e+38
NSE:WOCKPHARMA-EQ,2025-05-28,1337.1,0.64,0.3976516341335727,1.0,9.21234159889807e+38
NSE:INDIGO-EQ,2025-05-28,5330.5,0.79,0.0747584654347622,1.0,9.901042119892513e+38
NSE:ITCHOTELS-EQ,2025-05-28,207.0,0.64,0.0853623188405796,1.0,1.0746218034184785e+39
NSE:GLENMARK-EQ,2025-05-29,1406.4,0.62,0.2397610921501705,1.0,1.3322743006544789e+39
NSE:WOCKPHARMA-EQ,2025-05-29,1346.8,0.69,0.3875853875853876,1.0,1.8486443518436963e+39
NSE:GOLDIETF-EQ,2025-05-29,81.67,0.67,0.0837516836047508,1.0,2.003471428697019e+39
NSE:SURYAROSNI-EQ,2025-05-29,333.25,0.67,0.0772693173293323,1.0,2.15827829828126e+39
NSE:DEEPAKFERT-EQ,2025-05-29,1519.5,0.62,0.0773280684435669,0.0,2.325173790251018e+39
NSE:SETFGOLD-EQ,2025-05-29,81.58,0.69,0.0784506006374112,1.0,2.5075850706825767e+39
NSE:BLUESTARCO-EQ,2025-05-29,1551.1,0.66,0.0829733737347689,1.0,2.715647863924049e+39
NSE:UNITDSPR-EQ,2025-05-29,1522.6,0.8,0.0803888086168396,0.0,2.9339555603277684e+39
NSE:ITCHOTELS-EQ,2025-05-29,206.64,0.75,0.0956252419667054,1.0,3.214515770703672e+39
NSE:BHARTIARTL-EQ,2025-05-29,1863.6,0.87,0.0830650354153252,1.0,3.4815296370402946e+39
NSE:INDIGO-EQ,2025-05-29,5322.0,0.76,0.0764750093949643,1.0,3.7477796487417976e+39
NSE:BANKIETF-EQ,2025-05-29,56.48,0.62,0.0493980169971672,0.0,3.9329125315319824e+39
NSE:SURYAROSNI-EQ,2025-05-30,330.25,0.66,0.0870552611657834,1.0,4.275293259106681e+39
NSE:GOLDIETF-EQ,2025-05-30,82.26,0.87,0.0759786044249939,1.0,4.6001240744411906e+39
NSE:BHARTIARTL-EQ,2025-05-30,1856.2,0.88,0.0984807671587113,1.0,5.053147822317416e+39
NSE:HDFCGOLD-EQ,2025-05-30,82.17,0.82,0.0698551782889131,1.0,5.4061363643656326e+39
NSE:SETFGOLD-EQ,2025-05-30,82.02,0.68,0.0726652036088759,1.0,5.79897436401961e+39
NSE:MON100-EQ,2025-05-30,179.04,0.62,0.0583668453976765,1.0,6.137442204189431e+39
NSE:SRF-EQ,2025-05-30,2861.0,0.65,0.1144005592450192,1.0,6.839569024682686e+39
NSE:UNITDSPR-EQ,2025-05-30,1520.1,0.65,0.0821656469969081,0.0,7.40154663877575e+39
NSE:CAMLINFINE-BE,2025-05-30,232.4,0.62,0.4341652323580035,1.0,1.0615040855008423e+40
NSE:INDIGO-EQ,2025-05-30,5330.0,0.73,0.0963414634146341,1.0,1.1637709425186062e+40
NSE:INDUSTOWER-EQ,2025-05-30,384.15,0.63,0.0982689053755043,1.0,1.2781334391477285e+40
NSE:GODREJCP-EQ,2025-05-30,1231.4,0.63,0.0567646581127171,0.0,1.3506862468433805e+40
NSE:MID150BEES-EQ,2025-05-30,217.61,0.67,0.0477000137861311,0.0,1.4151139994385475e+40
NSE:GOLDIETF-EQ,2025-06-02,83.13,0.76,0.0647179117045592,1.0,1.5066972223060972e+40
NSE:MID150BEES-EQ,2025-06-02,218.67,0.61,0.0426213015045503,0.0,1.5709146188940738e+40
NSE:INDUSTOWER-EQ,2025-06-02,382.5,0.72,0.1058823529411764,1.0,1.7372467550122696e+40
NSE:BHARTIARTL-EQ,2025-06-02,1854.1,0.89,0.0997249339302087,1.0,1.9104935728763377e+40
NSE:HDFCGOLD-EQ,2025-06-02,83.1,0.84,0.0578820697954272,1.0,2.021076895205281e+40
NSE:INDIGO-EQ,2025-06-02,5333.0,0.77,0.1245077817363585,1.0,2.272716696145897e+40
NSE:SURYAROSNI-EQ,2025-06-02,332.0,0.72,0.0813253012048192,1.0,2.457546066013184e+40
NSE:COROMANDEL-EQ,2025-06-02,2283.4,0.64,0.1158798283261802,0.0,2.742326082246471e+40
NSE:UNITDSPR-EQ,2025-06-02,1549.2,0.61,0.0618383681900335,0.0,2.91190705221756e+40
NSE:CAMLINFINE-BE,2025-06-02,242.44,0.64,0.3747731397459166,1.0,4.003211600825412e+40
NSE:ITCHOTELS-EQ,2025-06-03,214.24,0.63,0.0607262882748319,1.0,4.2463117825222872e+40
NSE:GOLDIETF-EQ,2025-06-03,83.71,0.64,0.0573408194958787,1.0,4.489798779967121e+40
NSE:SURYAROSNI-EQ,2025-06-03,335.65,0.67,0.0695665127364815,1.0,4.802138423977943e+40
NSE:BLUESTARCO-EQ,2025-06-03,1543.2,0.65,0.1113919129082425,1.0,5.337057809075019e+40
NSE:INDUSTOWER-EQ,2025-06-03,380.85,0.7,0.1196008927399237,1.0,5.975374687644973e+40
NSE:HDFCGOLD-EQ,2025-06-03,83.57,0.79,0.0519325116668661,1.0,6.285690903324991e+40
NSE:CAMLINFINE-BE,2025-06-03,242.51,0.65,0.3743763143787886,1.0,8.638904697036079e+40
NSE:BAJAJFINSV-EQ,2025-06-04,1956.1,0.7,0.0574612749859414,1.0,9.13530717540981e+40
NSE:SURYAROSNI-EQ,2025-06-04,333.05,0.71,0.0779162287944752,1.0,9.847095859396852e+40
NSE:DCXINDIA-EQ,2025-06-04,308.65,0.69,0.0659322857605703,0.0,1.0496337397510333e+41
NSE:GODREJCP-EQ,2025-06-04,1227.2,0.61,0.0059485006518904,0.0,1.0558774867361886e+41
NSE:SILVERADD-EQ,2025-06-04,98.79,0.66,0.164085433748355,1.0,1.229131602132419e+41
NSE:INDUSTOWER-EQ,2025-06-04,383.35,0.67,0.1122994652406415,1.0,1.3671624237622626e+41
NSE:JIOFIN-EQ,2025-06-04,290.35,0.63,0.1431031513690372,1.0,1.5628076750359735e+41
NSE:SILVERBEES-EQ,2025-06-04,98.1,0.7,0.0856269113149847,1.0,1.6966260692286564e+41
NSE:GOLDIETF-EQ,2025-06-04,83.87,0.64,0.0553237152736377,1.0,1.7904897268084937e+41
NSE:JTLIND-EQ,2025-06-04,64.92,0.68,0.273875539125077,1.0,2.2808610660360817e+41
NSE:SETFGOLD-EQ,2025-06-04,83.82,0.65,0.0496301598663804,0.0,2.3940605653764552e+41
NSE:NIFTYBEES-EQ,2025-06-04,276.46,0.61,0.0467698762931346,0.0,2.5060304818573837e+41
NSE:BLUESTARCO-EQ,2025-06-05,1585.0,0.67,0.1660567823343849,1.0,2.9221738401065087e+41
NSE:INDUSTOWER-EQ,2025-06-05,384.4,0.69,0.1186264308012487,1.0,3.268820892939123e+41
NSE:TVSMOTOR-EQ,2025-06-05,2717.6,0.76,0.0893067412422727,1.0,3.5607486345921724e+41
NSE:CAMLINFINE-BE,2025-06-05,253.08,0.68,0.3169748696064485,1.0,4.689416468743366e+41
NSE:HDFCSILVER-EQ,2025-06-05,100.78,0.67,0.0610240127009327,1.0,4.975583478891924e+41
NSE:LAURUSLABS-EQ,2025-06-05,640.65,0.61,0.1932412393662687,1.0,5.937071396923329e+41
NSE:ABSLBANETF-EQ,2025-06-05,56.6,0.69,0.0611307420494699,1.0,6.3000089770179355e+41
NSE:HAVELLS-EQ,2025-06-05,1488.0,0.62,0.0745967741935483,1.0,6.7699693240938696e+41
NSE:ITCHOTELS-EQ,2025-06-05,212.99,0.63,0.0669515000704258,1.0,7.22322892577272e+41
NSE:NAVA-EQ,2025-06-05,530.75,0.65,0.1643900141309467,1.0,8.410655630951561e+41
NSE:SILVERADD-EQ,2025-06-05,101.66,0.61,0.1312217194570136,1.0,9.514316324605838e+41
NSE:SILVERBEES-EQ,2025-06-05,100.72,0.67,0.0573868149324861,1.0,1.0060312634735125e+42
NSE:GODREJCP-EQ,2025-06-06,1210.1,0.61,0.0197504338484423,0.0,1.0259008173922108e+42
NSE:BHARTIARTL-EQ,2025-06-06,1870.2,0.83,0.0938937012084268,1.0,1.122226442209916e+42
NSE:BLUESTARCO-EQ,2025-06-06,1589.2,0.65,0.1816008054366976,1.0,1.3260236679975962e+42
NSE:CAMLINFINE-BE,2025-06-06,264.87,0.69,0.2583531543776192,1.0,1.668606065404156e+42
NSE:COROMANDEL-EQ,2025-06-06,2298.3,0.61,0.1086455206021841,0.0,1.8498926400599526e+42
NSE:SILVERADD-EQ,2025-06-06,102.94,0.66,0.1171556246357101,1.0,2.0666179678151793e+42
NSE:NAVA-EQ,2025-06-09,528.85,0.64,0.1812423182376855,1.0,2.4411765992136567e+42
NSE:GOLDIETF-EQ,2025-06-09,83.04,0.7,0.0658718689788053,1.0,2.6019814643111843e+42
NSE:INDIANB-EQ,2025-06-09,651.8,0.61,0.0094354096348574,0.0,2.6265322252892666e+42
NSE:BLUESTARCO-EQ,2025-06-09,1569.4,0.73,0.1965082197017967,1.0,3.1426673968702584e+42
NSE:MOIL-EQ,2025-06-09,390.8,0.62,0.0378710337768679,0.0,3.2616834600065934e+42
NSE:ITDCEM-EQ,2025-06-09,759.2,0.62,0.2434141201264488,1.0,4.0556232695550895e+42
NSE:MUTHOOTFIN-EQ,2025-06-09,2539.9,0.69,0.0597267608960982,1.0,4.2978525108604585e+42
NSE:GODREJCP-EQ,2025-06-09,1217.6,0.77,0.0445959264126151,0.0,4.489519225167064e+42
NSE:BHARTIARTL-EQ,2025-06-09,1865.1,0.8,0.096884885528926,1.0,4.9244857813772874e+42
NSE:WOCKPHARMA-EQ,2025-06-09,1510.0,0.66,0.237615894039735,1.0,6.094621873005214e+42
NSE:INDIACEM-EQ,2025-06-09,342.4,0.65,0.0280373831775701,0.0,6.265499121781062e+42
NSE:MUTHOOTFIN-EQ,2025-06-10,2553.6,0.84,0.0540413533834586,1.0,6.604095173944981e+42
NSE:NAVA-EQ,2025-06-10,521.5,0.61,0.1978906999041228,1.0,7.910984190150392e+42
NSE:BHARTIARTL-EQ,2025-06-10,1857.1,0.87,0.1016100371547036,1.0,8.714819587641846e+42
NSE:GODREJCP-EQ,2025-06-10,1213.9,0.72,0.0561001729961281,0.0,9.203722474138599e+42
NSE:HDFCGOLD-EQ,2025-06-10,83.09,0.85,0.0580093874112407,1.0,9.737624776766447e+42
NSE:GOLDIETF-EQ,2025-06-10,83.29,0.72,0.0626725897466682,1.0,1.0347906939507722e+43
NSE:BHARTIARTL-EQ,2025-06-11,1860.2,0.87,0.0997742178260401,1.0,1.1380361260533758e+43
NSE:INDUSTOWER-EQ,2025-06-11,387.9,0.61,0.108533127094612,0.0,1.2615507455605865e+43
NSE:GOLDIETF-EQ,2025-06-11,83.45,0.67,0.0606351108448172,1.0,1.3380450148540144e+43
NSE:GODREJCP-EQ,2025-06-11,1223.8,0.73,0.0688020918450727,0.0,1.430105310858842e+43
NSE:MUTHOOTFIN-EQ,2025-06-11,2538.6,0.75,0.0602694398487355,1.0,1.5162969568690063e+43
NSE:HDFCGOLD-EQ,2025-06-11,83.41,0.83,0.0539503656635895,1.0,1.5981017321466772e+43
NSE:SETFGOLD-EQ,2025-06-11,83.23,0.65,0.0570707677520124,0.0,1.689306624946109e+43
NSE:GODREJCP-EQ,2025-06-12,1203.9,0.65,0.0864689758285571,0.0,1.8353792386655955e+43
NSE:GSPL-EQ,2025-06-12,331.45,0.74,0.0357519987931815,0.0,1.9009977149913985e+43
NSE:MUTHOOTFIN-EQ,2025-06-12,2555.0,0.75,0.053463796477495,1.0,2.002632269929882e+43
NSE:HCLTECH-EQ,2025-06-12,1701.2,0.65,0.0301551845755936,0.0,2.0630220156666574e+43
NSE:INDUSTOWER-EQ,2025-06-12,382.75,0.65,0.1234487263226649,1.0,2.3176994558763234e+43
NSE:ITDCEM-EQ,2025-06-12,762.05,0.61,0.2387638606390657,1.0,2.871082325762416e+43
NSE:ITCHOTELS-EQ,2025-06-12,213.04,0.73,0.1030792339466767,1.0,3.1670312924998486e+43
NSE:ABSLBANETF-EQ,2025-06-13,56.32,0.61,0.06640625,1.0,3.3773419642674165e+43
NSE:COLPAL-EQ,2025-06-13,2371.2,0.68,0.0509024966261809,1.0,3.549257102208998e+43
NSE:GSPL-EQ,2025-06-13,330.45,0.67,0.0388863670752005,0.0,3.687274816729759e+43
NSE:RAYMOND-EQ,2025-06-13,591.45,0.67,0.3253867613492263,1.0,4.887065227550017e+43
NSE:HINDPETRO-EQ,2025-06-13,386.25,0.61,0.1785113268608414,1.0,5.759461725775451e+43
NSE:INDIGO-EQ,2025-06-13,5262.0,0.64,0.1436716077537058,1.0,6.586932851713543e+43
NSE:INDUSTOWER-EQ,2025-06-13,380.35,0.67,0.1305376626791112,1.0,7.446775670400482e+43
NSE:BHARTIARTL-EQ,2025-06-13,1840.4,0.66,0.11160617257118,1.0,8.277881800970063e+43
NSE:ITCHOTELS-EQ,2025-06-13,213.7,0.69,0.1022461394478241,1.0,9.124263257924652e+43
