timestamp,open,high,low,close,volume,symbol,ema20,ema50
2024-07-01 05:30:00+05:30,23992.95,24164.0,23992.7,24141.95,0,NSE:NIFTY50-INDEX,24141.95,24141.95
2024-07-02 05:30:00+05:30,24228.75,24236.35,24056.4,24123.85,0,NSE:NIFTY50-INDEX,24140.22619047619,24141.240196078434
2024-07-03 05:30:00+05:30,24291.75,24309.15,24207.1,24286.5,0,NSE:NIFTY50-INDEX,24154.157029478458,24146.936658977316
2024-07-04 05:30:00+05:30,24369.95,24401.0,24281.0,24302.15,0,NSE:NIFTY50-INDEX,24168.251598099556,24153.023456664483
2024-07-05 05:30:00+05:30,24213.35,24363.0,24168.85,24323.85,0,NSE:NIFTY50-INDEX,24183.070493518644,24159.72253679529
2024-07-08 05:30:00+05:30,24329.45,24344.6,24240.55,24320.55,0,NSE:NIFTY50-INDEX,24196.1637798502,24166.029496136653
2024-07-09 05:30:00+05:30,24351.0,24443.6,24331.9,24433.2,0,NSE:NIFTY50-INDEX,24218.738657959708,24176.50677079796
2024-07-10 05:30:00+05:30,24459.85,24461.05,24141.8,24324.45,0,NSE:NIFTY50-INDEX,24228.806404820687,24182.30846606079
2024-07-11 05:30:00+05:30,24396.55,24402.65,24193.75,24315.95,0,NSE:NIFTY50-INDEX,24237.105794837764,24187.549310528993
2024-07-12 05:30:00+05:30,24387.95,24592.2,24331.15,24502.15,0,NSE:NIFTY50-INDEX,24262.34810009131,24199.886592469036
2024-07-15 05:30:00+05:30,24587.6,24635.05,24522.75,24586.7,0,NSE:NIFTY50-INDEX,24293.23875722547,24215.055745705547
2024-07-16 05:30:00+05:30,24615.9,24661.25,24587.65,24613.0,0,NSE:NIFTY50-INDEX,24323.69220891828,24230.661402736703
2024-07-18 05:30:00+05:30,24543.8,24837.75,24504.45,24800.85,0,NSE:NIFTY50-INDEX,24369.13580806892,24253.021739884283
2024-07-19 05:30:00+05:30,24853.8,24854.8,24508.15,24530.9,0,NSE:NIFTY50-INDEX,24384.541921586166,24263.91892655549
2024-07-22 05:30:00+05:30,24445.75,24595.2,24362.3,24509.25,0,NSE:NIFTY50-INDEX,24396.418881435104,24273.539752965076
2024-07-23 05:30:00+05:30,24568.9,24582.55,24074.2,24479.05,0,NSE:NIFTY50-INDEX,24404.288511774615,24281.598978338996
2024-07-24 05:30:00+05:30,24444.95,24504.25,24307.25,24413.5,0,NSE:NIFTY50-INDEX,24405.16579636751,24286.77156742374
2024-07-25 05:30:00+05:30,24230.95,24426.15,24210.8,24406.1,0,NSE:NIFTY50-INDEX,24405.254768142033,24291.45111379928
2024-07-26 05:30:00+05:30,24423.35,24861.15,24410.9,24834.85,0,NSE:NIFTY50-INDEX,24446.168599747554,24312.760874042448
2024-07-29 05:30:00+05:30,24943.3,24999.75,24774.6,24836.1,0,NSE:NIFTY50-INDEX,24483.30492358112,24333.283977021176
2024-07-30 05:30:00+05:30,24839.4,24971.75,24798.65,24857.3,0,NSE:NIFTY50-INDEX,24518.92350228768,24353.83362498113
2024-07-31 05:30:00+05:30,24886.7,24984.6,24856.5,24951.15,0,NSE:NIFTY50-INDEX,24560.08793064123,24377.257796550497
2024-08-01 05:30:00+05:30,25030.95,25078.3,24956.4,25010.9,0,NSE:NIFTY50-INDEX,24603.022413437306,24402.10651041126
2024-08-02 05:30:00+05:30,24789.0,24851.9,24686.85,24717.7,0,NSE:NIFTY50-INDEX,24613.94408834804,24414.482725689253
2024-08-05 05:30:00+05:30,24302.85,24350.05,23893.7,24055.6,0,NSE:NIFTY50-INDEX,24560.76846088632,24400.408893309283
2024-08-06 05:30:00+05:30,24189.85,24382.6,23960.4,23992.55,0,NSE:NIFTY50-INDEX,24506.652416992383,24384.414426904998
2024-08-07 05:30:00+05:30,24289.4,24337.7,24184.9,24297.5,0,NSE:NIFTY50-INDEX,24486.733139183583,24381.006018006763
2024-08-08 05:30:00+05:30,24248.55,24340.5,24079.7,24117.0,0,NSE:NIFTY50-INDEX,24451.520459261337,24370.65284083003
2024-08-09 05:30:00+05:30,24386.85,24419.75,24311.2,24367.5,0,NSE:NIFTY50-INDEX,24443.51851076026,24370.529200013167
2024-08-12 05:30:00+05:30,24320.05,24472.8,24212.1,24347.0,0,NSE:NIFTY50-INDEX,24434.326271640235,24369.60648628716
2024-08-13 05:30:00+05:30,24342.35,24359.95,24116.5,24139.0,0,NSE:NIFTY50-INDEX,24406.19996005545,24360.563094668058
2024-08-14 05:30:00+05:30,24184.4,24196.5,24099.7,24143.75,0,NSE:NIFTY50-INDEX,24381.20472576446,24352.06062036735
2024-08-16 05:30:00+05:30,24334.85,24563.9,24204.5,24541.15,0,NSE:NIFTY50-INDEX,24396.437609024986,24359.475890156864
2024-08-19 05:30:00+05:30,24636.35,24638.8,24522.95,24572.65,0,NSE:NIFTY50-INDEX,24413.219741498797,24367.835659170323
2024-08-20 05:30:00+05:30,24648.9,24734.3,24607.2,24698.85,0,NSE:NIFTY50-INDEX,24440.422623260816,24380.816613712665
2024-08-21 05:30:00+05:30,24680.55,24787.95,24654.5,24770.2,0,NSE:NIFTY50-INDEX,24471.82999247407,24396.086550429813
2024-08-22 05:30:00+05:30,24863.4,24867.35,24784.45,24811.5,0,NSE:NIFTY50-INDEX,24504.17951700035,24412.37727394237
2024-08-23 05:30:00+05:30,24845.4,24858.4,24771.65,24823.15,0,NSE:NIFTY50-INDEX,24534.55765823841,24428.486008297572
2024-08-26 05:30:00+05:30,24906.1,25043.8,24874.7,25010.6,0,NSE:NIFTY50-INDEX,24579.895024120466,24451.314007972178
2024-08-27 05:30:00+05:30,25024.8,25073.1,24973.65,25017.75,0,NSE:NIFTY50-INDEX,24621.595498013754,24473.527184130133
2024-08-28 05:30:00+05:30,25030.8,25129.6,24964.65,25052.35,0,NSE:NIFTY50-INDEX,24662.61973629816,24496.22611808581
2024-08-29 05:30:00+05:30,25035.3,25192.9,24998.5,25151.95,0,NSE:NIFTY50-INDEX,24709.22261855548,24521.940780121662
2024-08-30 05:30:00+05:30,25249.7,25268.35,25199.4,25235.9,0,NSE:NIFTY50-INDEX,24759.382369169245,24549.939180901205
2024-09-02 05:30:00+05:30,25333.6,25333.65,25235.5,25278.7,0,NSE:NIFTY50-INDEX,24808.841191153126,24578.51803655214
2024-09-03 05:30:00+05:30,25313.4,25321.7,25235.8,25279.85,0,NSE:NIFTY50-INDEX,24853.699172948065,24606.021250805
2024-09-04 05:30:00+05:30,25089.95,25216.0,25083.8,25198.7,0,NSE:NIFTY50-INDEX,24886.556394572057,24629.263554695
2024-09-05 05:30:00+05:30,25250.5,25275.45,25127.75,25145.1,0,NSE:NIFTY50-INDEX,24911.179595089005,24649.49243490304
2024-09-06 05:30:00+05:30,25093.7,25168.75,24801.3,24852.15,0,NSE:NIFTY50-INDEX,24905.557728890053,24657.43979039704
2024-09-09 05:30:00+05:30,24823.4,24957.5,24753.15,24936.4,0,NSE:NIFTY50-INDEX,24908.495088043383,24668.3794064599
2024-09-10 05:30:00+05:30,24999.4,25130.5,24896.8,25041.1,0,NSE:NIFTY50-INDEX,24921.124127277344,24682.995900324215
2024-09-11 05:30:00+05:30,25034.0,25113.7,24885.15,24918.45,0,NSE:NIFTY50-INDEX,24920.869448489026,24692.229394429145
2024-09-12 05:30:00+05:30,25059.65,25433.35,24941.45,25388.9,0,NSE:NIFTY50-INDEX,24965.443786728167,24719.549810333883
2024-09-13 05:30:00+05:30,25430.45,25430.5,25292.45,25356.5,0,NSE:NIFTY50-INDEX,25002.6872356112,24744.52824914432
2024-09-16 05:30:00+05:30,25406.65,25445.7,25336.2,25383.75,0,NSE:NIFTY50-INDEX,25038.978927457752,24769.59576878572
2024-09-17 05:30:00+05:30,25416.9,25441.65,25352.25,25418.55,0,NSE:NIFTY50-INDEX,25075.128553414157,24795.044954323537
2024-09-18 05:30:00+05:30,25402.4,25482.2,25285.55,25377.55,0,NSE:NIFTY50-INDEX,25103.930595946145,24817.888289448107
2024-09-19 05:30:00+05:30,25487.05,25611.95,25376.05,25415.8,0,NSE:NIFTY50-INDEX,25133.632443951275,24841.335807508967
2024-09-20 05:30:00+05:30,25525.95,25849.25,25426.6,25790.95,0,NSE:NIFTY50-INDEX,25196.234115955915,24878.575579763517
2024-09-23 05:30:00+05:30,25872.55,25956.0,25847.35,25939.05,0,NSE:NIFTY50-INDEX,25266.978485864878,24920.162811929655
2024-09-24 05:30:00+05:30,25921.45,26011.55,25886.85,25940.4,0,NSE:NIFTY50-INDEX,25331.113868163462,24960.17211342261
2024-09-25 05:30:00+05:30,25899.45,26032.8,25871.35,26004.15,0,NSE:NIFTY50-INDEX,25395.21254738599,25001.112422700153
2024-09-26 05:30:00+05:30,26005.4,26250.9,25998.4,26216.05,0,NSE:NIFTY50-INDEX,25473.38754287304,25048.757033574657
2024-09-27 05:30:00+05:30,26248.25,26277.35,26151.4,26178.95,0,NSE:NIFTY50-INDEX,25540.583967361323,25093.078326375653
2024-09-30 05:30:00+05:30,26061.3,26134.7,25794.1,25810.85,0,NSE:NIFTY50-INDEX,25566.32358951739,25121.226235145234
2024-10-01 05:30:00+05:30,25788.45,25907.6,25739.2,25796.9,0,NSE:NIFTY50-INDEX,25588.28324765859,25147.723245531695
2024-10-03 05:30:00+05:30,25452.85,25639.45,25230.3,25250.1,0,NSE:NIFTY50-INDEX,25556.075319310152,25151.73802021673
2024-10-04 05:30:00+05:30,25181.9,25485.05,24966.8,25014.6,0,NSE:NIFTY50-INDEX,25504.50624128061,25146.360058639606
2024-10-07 05:30:00+05:30,25084.1,25143.0,24694.35,24795.75,0,NSE:NIFTY50-INDEX,25437.005646872934,25132.610644575307
2024-10-08 05:30:00+05:30,24832.2,25044.0,24756.8,25013.15,0,NSE:NIFTY50-INDEX,25396.638442408846,25127.925913415493
2024-10-09 05:30:00+05:30,25065.8,25234.05,24947.7,24981.95,0,NSE:NIFTY50-INDEX,25357.144305036574,25122.201367791356
2024-10-10 05:30:00+05:30,25067.05,25134.05,24979.4,24998.45,0,NSE:NIFTY50-INDEX,25322.98294265214,25117.34837297601
2024-10-11 05:30:00+05:30,24985.3,25028.65,24920.05,24964.25,0,NSE:NIFTY50-INDEX,25288.817900494792,25111.344515212244
2024-10-14 05:30:00+05:30,25023.45,25159.75,25017.5,25127.95,0,NSE:NIFTY50-INDEX,25273.497148066715,25111.99571069412
2024-10-15 05:30:00+05:30,25186.3,25212.05,25008.15,25057.35,0,NSE:NIFTY50-INDEX,25252.911705393697,25109.85274164729
2024-10-16 05:30:00+05:30,25008.55,25093.4,24908.45,24971.3,0,NSE:NIFTY50-INDEX,25226.09154297525,25104.419300798378
2024-10-17 05:30:00+05:30,25027.4,25029.5,24728.9,24749.85,0,NSE:NIFTY50-INDEX,25180.735205549034,25090.514622335697
2024-10-18 05:30:00+05:30,24664.95,24886.2,24567.65,24854.05,0,NSE:NIFTY50-INDEX,25149.62232883008,25081.241499891163
2024-10-21 05:30:00+05:30,24956.15,24978.3,24679.6,24781.1,0,NSE:NIFTY50-INDEX,25114.524964179593,25069.47124499347
2024-10-22 05:30:00+05:30,24798.65,24882.0,24445.8,24472.1,0,NSE:NIFTY50-INDEX,25053.34163425773,25046.044921660392
2024-10-23 05:30:00+05:30,24378.15,24604.25,24378.1,24435.5,0,NSE:NIFTY50-INDEX,24994.499573852234,25022.101983556062
2024-10-24 05:30:00+05:30,24412.7,24480.65,24341.2,24399.4,0,NSE:NIFTY50-INDEX,24937.823423961545,24997.682297926414
2024-10-25 05:30:00+05:30,24418.05,24440.25,24073.9,24180.8,0,NSE:NIFTY50-INDEX,24865.72595501283,24965.64769800773
2024-10-28 05:30:00+05:30,24251.1,24492.6,24134.9,24339.15,0,NSE:NIFTY50-INDEX,24815.575864059225,24941.07916083096
2024-10-29 05:30:00+05:30,24328.85,24484.5,24140.85,24466.85,0,NSE:NIFTY50-INDEX,24782.363877005966,24922.481938837587
2024-10-30 05:30:00+05:30,24371.45,24498.2,24307.3,24340.85,0,NSE:NIFTY50-INDEX,24740.31493633873,24899.6728431969
2024-10-31 05:30:00+05:30,24349.85,24372.45,24172.6,24205.35,0,NSE:NIFTY50-INDEX,24689.365894782663,24872.444496404863
2024-11-01 05:30:00+05:30,24302.75,24368.25,24280.2,24304.35,0,NSE:NIFTY50-INDEX,24652.697714327172,24850.166280859576
2024-11-04 05:30:00+05:30,24315.75,24316.75,23816.15,23995.35,0,NSE:NIFTY50-INDEX,24590.093170105538,24816.644073767045
2024-11-05 05:30:00+05:30,23916.5,24229.05,23842.75,24213.3,0,NSE:NIFTY50-INDEX,24554.20810628596,24792.983521854614
2024-11-06 05:30:00+05:30,24308.75,24537.6,24204.05,24484.05,0,NSE:NIFTY50-INDEX,24547.526381877775,24780.868481781883
2024-11-07 05:30:00+05:30,24489.6,24503.35,24179.05,24199.35,0,NSE:NIFTY50-INDEX,24514.366726460845,24758.063835437497
2024-11-08 05:30:00+05:30,24207.7,24276.15,24066.65,24148.2,0,NSE:NIFTY50-INDEX,24479.493704893146,24734.14760659681
2024-11-11 05:30:00+05:30,24087.25,24336.8,24004.6,24141.3,0,NSE:NIFTY50-INDEX,24447.28478061761,24710.898680847917
2024-11-12 05:30:00+05:30,24225.8,24242.0,23839.15,23883.45,0,NSE:NIFTY50-INDEX,24393.586230082597,24678.44971297153
2024-11-13 05:30:00+05:30,23822.45,23873.6,23509.6,23559.05,0,NSE:NIFTY50-INDEX,24314.10658912235,24634.551685011866
2024-11-14 05:30:00+05:30,23542.15,23675.9,23484.15,23532.7,0,NSE:NIFTY50-INDEX,24239.686913967842,24591.341815011398
2024-11-18 05:30:00+05:30,23605.3,23606.8,23350.4,23453.8,0,NSE:NIFTY50-INDEX,24164.840541209,24546.732332069772
2024-11-19 05:30:00+05:30,23529.55,23780.65,23464.8,23518.5,0,NSE:NIFTY50-INDEX,24103.284299189094,24506.40949551802
2024-11-21 05:30:00+05:30,23488.45,23507.3,23263.15,23349.9,0,NSE:NIFTY50-INDEX,24031.533413552035,24461.056181968295
2024-11-22 05:30:00+05:30,23411.8,23956.1,23359.0,23907.25,0,NSE:NIFTY50-INDEX,24019.69689797565,24439.33829247934
2024-11-25 05:30:00+05:30,24253.55,24351.55,24135.45,24221.9,0,NSE:NIFTY50-INDEX,24038.954336263683,24430.811300617406
2024-11-26 05:30:00+05:30,24343.3,24343.3,24125.4,24194.5,0,NSE:NIFTY50-INDEX,24053.768209000475,24421.54419078927
2024-11-27 05:30:00+05:30,24204.8,24354.55,24145.65,24274.9,0,NSE:NIFTY50-INDEX,24074.82837957186,24415.7934382093
2024-11-28 05:30:00+05:30,24274.15,24345.75,23873.35,23914.15,0,NSE:NIFTY50-INDEX,24059.525676755493,24396.12114651482
2024-11-29 05:30:00+05:30,23927.15,24188.45,23927.15,24131.1,0,NSE:NIFTY50-INDEX,24066.342278969256,24385.72816037698
2024-12-02 05:30:00+05:30,24140.85,24301.7,24008.65,24276.05,0,NSE:NIFTY50-INDEX,24086.314442876945,24381.427056048473
2024-12-03 05:30:00+05:30,24367.5,24481.35,24280.0,24457.15,0,NSE:NIFTY50-INDEX,24121.632114983902,24384.39658326226
2024-12-04 05:30:00+05:30,24488.75,24573.2,24366.3,24467.45,0,NSE:NIFTY50-INDEX,24154.567151652103,24387.653579997073
2024-12-05 05:30:00+05:30,24539.15,24857.75,24295.55,24708.4,0,NSE:NIFTY50-INDEX,24207.313137209047,24400.23187097758
